id,release_date,title,vote_average,vote_count
19995,2009-12-10,Avatar,7.2,11800
285,2007-05-19,Pirates of the Caribbean: At World's End,6.9,4500
206647,2015-10-26,Spectre,6.3,4466
49026,2012-07-16,The Dark Knight Rises,7.6,9106
49529,2012-03-07,John Carter,6.1,2124
559,2007-05-01,Spider-Man 3,5.9,3576
38757,2010-11-24,Tangled,7.4,3330
99861,2015-04-22,Avengers: Age of Ultron,7.3,6767
767,2009-07-07,Harry Potter and the Half-Blood Prince,7.4,5293
209112,2016-03-23,Batman v Superman: Dawn of Justice,5.7,7004
10764,2008-10-30,Quantum of Solace,6.1,2965
58,2006-06-20,Pirates of the Caribbean: Dead Man's Chest,7.0,5246
57201,2013-07-03,The Lone Ranger,5.9,2311
49521,2013-06-12,Man of Steel,6.5,6359
24428,2012-04-25,The Avengers,7.4,11776
1865,2011-05-14,Pirates of the Caribbean: On Stranger Tides,6.4,4948
41154,2012-05-23,Men in Black 3,6.2,4160
122917,2014-12-10,The Hobbit: The Battle of the Five Armies,7.1,4760
1930,2012-06-27,The Amazing Spider-Man,6.5,6586
20662,2010-05-12,Robin Hood,6.2,1398
57158,2013-12-11,The Hobbit: The Desolation of Smaug,7.6,4524
2268,2007-12-04,The Golden Compass,5.8,1303
597,1997-11-18,Titanic,7.5,7562
271110,2016-04-27,Captain America: Civil War,7.1,7241
135397,2015-06-09,Jurassic World,6.5,8662
37724,2012-10-25,Skyfall,6.9,7604
558,2004-06-25,Spider-Man 2,6.7,4321
68721,2013-04-18,Iron Man 3,6.8,8806
12155,2010-03-03,Alice in Wonderland,6.4,4645
8373,2009-06-19,Transformers: Revenge of the Fallen,6.0,3138
91314,2014-06-25,Transformers: Age of Extinction,5.8,3095
68728,2013-03-07,Oz: The Great and Powerful,5.7,3530
102382,2014-04-16,The Amazing Spider-Man 2,6.5,4179
20526,2010-12-10,TRON: Legacy,6.3,2841
49013,2011-06-11,Cars 2,5.8,2033
44912,2011-06-16,Green Lantern,5.1,2487
10193,2010-06-16,Toy Story 3,7.6,4597
534,2009-05-20,Terminator Salvation,5.9,2463
168259,2015-04-01,Furious 7,7.3,4176
72190,2013-06-20,World War Z,6.7,5560
127585,2014-05-15,X-Men: Days of Future Past,7.5,6032
81005,2013-02-27,Jack the Giant Slayer,5.5,2598
9543,2010-05-19,Prince of Persia: The Sands of Time,6.2,2317
68726,2013-07-11,Pacific Rim,6.7,4794
38356,2011-06-28,Transformers: Dark of the Moon,6.1,3299
217,2008-05-21,Indiana Jones and the Kingdom of the Crystal Skull,5.7,2495
105864,2015-11-14,The Good Dinosaur,6.6,1736
62177,2012-06-21,Brave,6.7,4641
10681,2008-06-22,WALL·E,7.8,6296
14161,2009-10-10,2012,5.6,4903
17979,2009-11-04,A Christmas Carol,6.6,1095
76757,2015-02-04,Jupiter Ascending,5.2,2768
258489,2016-06-29,The Legend of Tarzan,5.5,2430
246655,2016-05-18,X-Men: Apocalypse,6.4,4721
155,2008-07-16,The Dark Knight,8.2,12002
15512,2009-03-19,Monsters vs Aliens,6.0,1423
1726,2008-04-30,Iron Man,7.4,8776
44826,2011-11-22,Hugo,7.0,2141
1735,2008-07-01,The Mummy: Tomb of the Dragon Emperor,5.2,1387
297761,2016-08-02,Suicide Squad,5.9,7458
2698,2007-06-09,Evan Almighty,5.3,1151
137113,2014-05-27,Edge of Tomorrow,7.6,4858
14869,2009-08-04,G.I. Joe: The Rise of Cobra,5.6,1962
150540,2015-06-09,Inside Out,8.0,6560
10138,2010-04-28,Iron Man 2,6.6,6849
58595,2012-05-30,Snow White and the Huntsman,5.8,3118
102651,2014-05-28,Maleficent,7.0,4496
119450,2014-06-26,Dawn of the Planet of the Apes,7.3,4410
100402,2014-03-20,Captain America: The Winter Soldier,7.6,5764
10192,2010-05-16,Shrek Forever After,6.0,1959
158852,2015-05-19,Tomorrowland,6.2,2846
177572,2014-10-24,Big Hero 6,7.8,6135
82690,2012-11-01,Wreck-It Ralph,7.1,4570
47933,2016-06-22,Independence Day: Resurgence,4.9,2491
10191,2010-03-05,How to Train Your Dragon,7.5,4227
118340,2014-07-30,Guardians of the Galaxy,7.9,9742
157336,2014-11-05,Interstellar,8.1,10867
27205,2010-07-14,Inception,8.1,13752
49051,2012-11-26,The Hobbit: An Unexpected Journey,7.0,8297
4922,2008-11-24,The Curious Case of Benjamin Button,7.3,3292
49538,2011-05-24,X-Men: First Class,7.1,5181
131634,2015-11-18,The Hunger Games: Mockingjay - Part 2,6.6,3984
27022,2010-07-13,The Sorcerer's Apprentice,5.8,1470
503,2006-05-12,Poseidon,5.5,583
241259,2016-05-25,Alice Through the Looking Glass,6.5,1725
810,2007-05-17,Shrek the Third,6.0,2278
68735,2016-05-25,Warcraft,6.3,2268
87101,2015-06-23,Terminator Genisys,5.8,3631
1858,2007-06-27,Transformers,6.6,4040
675,2007-06-28,Harry Potter and the Order of the Phoenix,7.4,5494
674,2005-11-05,Harry Potter and the Goblet of Fire,7.5,5608
8960,2008-07-01,Hancock,6.2,2961
6479,2007-12-14,I Am Legend,6.9,4853
118,2005-07-13,Charlie and the Chocolate Factory,6.7,3624
2062,2007-06-22,Ratatouille,7.5,4369
272,2005-06-10,Batman Begins,7.5,7359
10527,2008-10-30,Madagascar: Escape 2 Africa,6.2,1810
18360,2009-05-20,Night at the Museum: Battle of the Smithsonian,5.9,1971
2080,2009-04-28,X-Men Origins: Wolverine,6.2,4021
109445,2013-11-27,Frozen,7.3,5295
76338,2013-10-29,Thor: The Dark World,6.8,4755
76341,2015-05-13,Mad Max: Fury Road,7.2,9427
10195,2011-04-21,Thor,6.6,6525
13053,2008-11-21,Bolt,6.3,1750
19585,2009-07-21,G-Force,5.1,510
57165,2012-03-27,Wrath of the Titans,5.5,1431
62213,2012-05-08,Dark Shadows,5.7,2320
177677,2015-07-23,Mission: Impossible - Rogue Nation,7.1,3224
7978,2010-02-11,The Wolfman,5.5,549
5559,2007-10-28,Bee Movie,5.7,1171
49444,2011-05-25,Kung Fu Panda 2,6.7,1880
10196,2010-06-30,The Last Airbender,4.7,1151
956,2006-05-03,Mission: Impossible III,6.5,2028
50321,2011-03-09,Mars Needs Moms,5.5,199
11619,2006-10-22,Flushed Away,6.0,874
36669,2002-11-17,Die Another Day,5.8,1092
43074,2016-07-14,Ghostbusters,5.3,2142
608,2002-07-03,Men in Black II,6.0,3114
2310,2007-11-05,Beowulf,5.5,841
140300,2016-01-23,Kung Fu Panda 3,6.7,1603
56292,2011-12-07,Mission: Impossible - Ghost Protocol,6.8,3972
81188,2012-11-21,Rise of the Guardians,7.1,1922
7552,2005-12-21,Fun with Dick and Jane,5.9,627
147441,2014-12-03,Exodus: Gods and Kings,5.6,1921
557,2002-05-01,Spider-Man,6.8,5265
82702,2014-06-12,How to Train Your Dragon 2,7.6,3106
13183,2009-03-05,Watchmen,7.0,2811
1771,2011-07-22,Captain America: The First Avenger,6.6,7047
36643,1999-11-08,The World Is Not Enough,6.0,862
8619,2003-11-14,Master and Commander: The Far Side of the World,6.9,790
65759,2011-11-17,Happy Feet Two,5.8,373
267935,2016-06-01,The BFG,6.0,1000
281957,2015-12-25,The Revenant,7.3,6396
77950,2013-07-11,Turbo,6.1,1074
44896,2011-03-02,Rango,6.6,2051
2503,2007-08-03,The Bourne Ultimatum,7.3,2888
9502,2008-06-04,Kung Fu Panda,6.9,3145
102899,2015-07-14,Ant-Man,7.0,5880
101299,2013-11-15,The Hunger Games: Catching Fire,7.4,6495
228161,2015-03-18,Home,6.8,1519
27576,2010-07-21,Salt,6.2,2093
86834,2014-03-20,Noah,5.6,2350
17578,2011-10-25,The Adventures of Tintin,6.7,2061
38055,2010-10-28,Megamind,6.7,1918
671,2001-11-16,Harry Potter and the Philosopher's Stone,7.5,7006
49524,2013-07-18,R.I.P.D.,5.4,1260
22,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,6985
131631,2014-11-18,The Hunger Games: Mockingjay - Part 1,6.6,5584
591,2006-05-17,The Da Vinci Code,6.5,2704
172385,2014-03-19,Rio 2,6.3,978
51497,2011-04-20,Fast Five,7.1,2438
58574,2011-11-22,Sherlock Holmes: A Game of Shadows,7.0,3886
18823,2010-04-01,Clash of the Titans,5.6,2233
49040,2012-08-08,The Bourne Legacy,6.0,2651
8871,2000-11-17,How the Grinch Stole Christmas,6.2,1386
435,2004-05-26,The Day After Tomorrow,6.2,2392
955,2000-05-24,Mission: Impossible II,5.9,1928
87827,2012-11-20,Life of Pi,7.2,5797
1250,2007-02-16,Ghost Rider,5.2,1712
324668,2016-07-27,Jason Bourne,5.9,2341
70981,2012-05-30,Prometheus,6.3,5080
97020,2014-01-30,RoboCop,5.7,2342
7459,2008-05-09,Speed Racer,5.7,354
42888,2010-12-17,How Do You Know,4.9,223
37834,2010-06-15,Knight and Day,5.9,1547
75612,2013-04-10,Oblivion,6.4,4800
1895,2005-05-17,Star Wars: Episode III - Revenge of the Sith,7.1,4116
1894,2002-05-15,Star Wars: Episode II - Attack of the Clones,6.4,3992
585,2001-11-01,"Monsters, Inc.",7.5,5996
76170,2013-07-23,The Wolverine,6.3,4053
1893,1999-05-19,Star Wars: Episode I - The Phantom Menace,6.3,4432
49519,2013-03-20,The Croods,6.8,2399
290595,2016-04-06,The Huntsman: Winter's War,6.0,1523
98566,2014-08-07,Teenage Mutant Ninja Turtles,5.8,2636
49047,2013-09-27,Gravity,7.3,5751
308531,2016-06-01,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,963
166424,2015-08-05,Fantastic Four,4.4,2278
254128,2015-05-27,San Andreas,6.0,2968
714,1997-12-11,Tomorrow Never Dies,6.0,925
163,2004-12-09,Ocean's Twelve,6.4,2124
262500,2015-03-18,Insurgent,6.2,3829
40805,2011-01-12,The Green Hornet,5.5,1251
53182,2014-03-05,300: Rise of an Empire,6.1,2397
41513,2011-07-29,The Smurfs,5.5,1179
13700,2004-04-02,Home on the Range,5.7,389
262504,2016-03-09,Allegiant,5.9,1998
39254,2011-09-28,Real Steel,6.6,2692
77931,2013-07-30,The Smurfs 2,5.5,695
80274,2013-10-23,Ender's Game,6.6,2303
120,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,8.0,8705
1495,2005-05-03,Kingdom of Heaven,6.6,1157
10198,2009-12-08,The Princess and the Frog,6.7,1247
286217,2015-09-30,The Martian,7.6,7268
1635,2005-07-20,The Island,6.5,1770
36557,2006-11-14,Casino Royale,7.3,3855
11322,2009-07-01,Public Enemies,6.5,1344
4982,2007-11-02,American Gangster,7.4,1502
18487,2009-06-11,The Taking of Pelham 1 2 3,6.2,954
39451,2010-12-21,Little Fockers,5.4,1060
27581,2010-08-06,The Other Guys,6.1,1383
9268,1996-06-21,Eraser,5.6,543
68718,2012-12-25,Django Unchained,7.8,10099
76163,2012-08-08,The Expendables 2,6.1,2896
2486,2006-12-14,Eragon,4.9,967
16523,2009-10-16,Where the Wild Things Are,6.4,572
37710,2010-12-08,The Tourist,6.0,1699
9946,1999-11-24,End of Days,5.5,482
106646,2013-12-25,The Wolf of Wall Street,7.9,6571
83542,2012-10-26,Cloud Atlas,6.6,2977
41216,2010-07-10,Legend of the Guardians: The Owls of Ga'Hoole,6.5,703
138103,2014-08-04,The Expendables 3,6.1,1795
257088,2015-12-03,Point Break,5.5,783
205775,2015-11-20,In the Heart of the Sea,6.5,1276
22972,2010-03-11,Green Zone,6.4,717
227973,2015-11-05,The Peanuts Movie,6.5,604
3131,2002-12-14,Gangs of New York,7.1,1910
9408,2007-06-08,Surf's Up,5.9,601
37786,2010-05-26,Sex and the City 2,5.4,426
57800,2012-06-26,Ice Age: Continental Drift,6.2,2672
150689,2015-03-12,Cinderella,6.7,2374
7980,2009-12-26,The Lovely Bones,6.6,1065
12,2003-05-30,Finding Nemo,7.6,6122
122,2003-12-01,The Lord of the Rings: The Return of the King,8.1,8064
121,2002-12-18,The Lord of the Rings: The Two Towers,8.0,7487
68737,2014-12-12,Seventh Son,5.2,957
61791,2011-08-03,Rise of the Planet of the Apes,7.0,4347
47964,2013-02-06,A Good Day to Die Hard,5.2,3493
9806,2004-11-05,The Incredibles,7.4,5152
607,1997-07-02,Men in Black,6.9,4412
863,1999-10-30,Toy Story 2,7.3,3806
22794,2009-09-17,Cloudy with a Chance of Meatballs,6.5,1747
8355,2009-06-29,Ice Age: Dawn of the Dinosaurs,6.5,2271
1422,2006-10-05,The Departed,7.9,4339
7446,2008-08-09,Tropic Thunder,6.5,1667
65754,2011-12-14,The Girl with the Dragon Tattoo,7.2,2434
10528,2009-12-23,Sherlock Holmes,7.0,5766
271969,2016-08-17,Ben-Hur,5.3,621
10865,2001-06-02,Atlantis: The Lost Empire,6.7,1224
258509,2015-12-17,Alvin and the Chipmunks: The Road Chip,5.8,428
10661,2008-06-05,You Don't Mess with the Zohan,5.5,1048
257344,2015-07-16,Pixels,5.6,2513
686,1997-07-11,Contact,7.2,1308
179,2005-04-08,The Interpreter,6.2,392
76285,2013-08-07,Percy Jackson: Sea of Monsters,5.9,1648
291805,2016-06-02,Now You See Me 2,6.7,3235
46195,2011-04-03,Rio,6.5,2166
921,2005-06-02,Cinderella Man,7.3,616
4464,2003-07-22,Seabiscuit,6.7,216
9836,2006-11-16,Happy Feet,5.9,1410
2502,2004-07-23,The Bourne Supremacy,7.2,2825
161,2001-12-07,Ocean's Eleven,7.2,3783
52451,2011-08-31,The Three Musketeers,5.6,924
76492,2012-09-20,Hotel Transylvania,6.8,2566
4523,2007-11-20,Enchanted,6.6,1449
59961,2012-02-09,Safe House,6.3,1345
59108,2011-11-02,Tower Heist,5.8,932
1581,2006-12-08,The Holiday,6.7,1225
22897,2009-12-23,It's Complicated,6.2,360
298,2007-06-07,Ocean's Thirteen,6.5,1999
7484,2006-09-29,Open Season,6.1,656
157350,2014-03-14,Divergent,6.9,4663
10159,2003-09-26,The Rundown,6.4,514
1904,2005-12-06,Memoirs of a Geisha,7.3,652
9615,2006-06-03,The Fast and the Furious: Tokyo Drift,6.1,1705
51052,2011-02-22,Arthur Christmas,6.7,333
297,1998-11-12,Meet Joe Black,6.9,1147
9884,2002-02-06,Collateral Damage,5.5,427
22538,2010-07-27,Scott Pilgrim vs. the World,7.2,2126
49049,2012-09-07,Dredd,6.6,1940
39691,2010-07-30,Cats & Dogs 2 : The Revenge of Kitty Galore,4.9,119
8247,2008-02-10,Jumper,5.9,1799
310,2003-05-23,Bruce Almighty,6.4,3012
27578,2010-08-03,The Expendables,6.0,2926
954,1996-05-22,Mission: Impossible,6.7,2631
70160,2012-03-12,The Hunger Games,6.9,9455
45243,2011-05-25,The Hangover Part II,6.2,3739
146216,2013-07-18,RED 2,6.4,1526
55301,2011-12-14,Alvin and the Chipmunks: Chipwrecked,5.4,484
109418,2013-07-11,Grown Ups 2,5.8,1155
11665,2008-06-19,Get Smart,6.0,1051
11324,2010-02-18,Shutter Island,7.8,6336
50546,2011-02-10,Just Go with It,6.3,1543
2300,1996-11-15,Space Jam,6.5,1288
41515,2010-12-11,Yogi Bear,5.2,220
38317,2011-07-06,Zookeeper,5.3,498
2135,2002-03-04,The Time Machine,5.8,631
1656,2005-10-24,The Legend of Zorro,5.9,893
75,1996-12-12,Mars Attacks!,6.1,1509
19959,2009-09-24,Surrogates,5.9,1195
77951,2013-12-18,Walking With Dinosaurs,5.2,133
10197,2009-12-03,Nine,5.1,165
274854,2015-10-21,The Last Witch Hunter,5.7,1316
36970,2009-10-17,Oceans,7.3,111
10077,2005-05-15,A Sound of Thunder,4.8,111
453,2001-12-11,A Beautiful Mind,7.7,3009
8587,1994-06-23,The Lion King,8.0,5376
72545,2012-01-19,Journey 2: The Mysterious Island,5.8,1030
71880,2011-11-11,Jack and Jill,4.1,604
309809,2015-07-29,The Little Prince,7.6,756
328111,2016-06-18,The Secret Life of Pets,5.9,3462
93456,2013-06-25,Despicable Me 2,7.0,4637
9693,2006-09-22,Children of Men,7.4,2071
8909,2008-06-19,Wanted,6.4,2528
950,2006-03-23,Ice Age: The Meltdown,6.5,2951
2976,2007-07-13,Hairspray,6.5,709
38365,2010-06-24,Grown Ups,6.0,1705
594,2004-06-17,The Terminal,7.0,1910
11678,2000-12-08,Vertical Limit,5.9,283
6538,2007-12-19,Charlie Wilson's War,6.5,338
1125,2006-12-25,Dreamgirls,6.6,284
37821,2010-06-04,Killers,5.7,772
9297,2006-07-21,Monster House,6.3,874
37958,2011-11-10,Immortals,5.7,880
9425,1998-10-23,Soldier,6.1,221
211672,2015-06-17,Minions,6.4,4571
23629,2011-03-24,Sucker Punch,5.9,1623
10153,1998-02-13,Sphere,5.8,476
153518,2016-05-11,The Angry Birds Movie,5.9,1022
8676,2008-02-07,Fool's Gold,5.4,444
20829,2009-07-31,Funny People,5.7,390
4349,2007-08-22,The Kingdom,6.5,513
9718,2006-08-04,Talladega Nights: The Ballad of Ricky Bobby,6.2,491
35,2007-07-25,The Simpsons Movie,6.9,2264
809,2004-05-19,Shrek 2,6.7,2988
920,2006-06-08,Cars,6.6,3877
7451,2002-08-09,xXx,5.8,1424
228165,2015-02-05,The SpongeBob Movie: Sponge Out of Water,5.8,719
16869,2009-08-18,Inglourious Basterds,7.9,6430
9257,2003-08-08,S.W.A.T.,5.8,770
395,2004-08-12,AVP: Alien vs. Predator,5.5,1217
23398,2009-12-21,Alvin and the Chipmunks: The Squeakquel,5.4,666
44943,2011-03-08,Battle: Los Angeles,5.5,1448
57212,2011-12-25,War Horse,7.0,992
152760,2014-01-24,The Monuments Men,5.8,1523
33909,2010-09-02,Wall Street: Money Never Sleeps,5.8,493
2270,2007-08-09,Stardust,7.1,1184
44564,2011-01-13,The Dilemma,5.2,304
52520,2012-01-19,Underworld: Awakening,6.1,1862
80585,2012-06-13,Rock of Ages,6.0,385
12610,2001-08-07,Osmosis Jones,5.9,228
59981,2013-06-13,Legends of Oz: Dorothy's Return,5.9,43
201088,2015-01-13,Blackhat,5.1,826
5137,2004-09-17,Sky Captain and the World of Tomorrow,5.7,439
107846,2013-10-09,Escape Plan,6.7,1659
4614,2002-05-31,The Sum of All Fears,5.9,437
24021,2010-06-23,The Twilight Saga: Eclipse,5.8,2301
20352,2010-07-08,Despicable Me,7.1,6478
26428,2009-05-17,Agora,6.9,395
48988,2011-02-25,Hall Pass,5.4,611
300673,2016-01-25,The Finest Hours,6.3,588
12113,2008-10-10,Body of Lies,6.5,895
38778,2010-07-30,Dinner for Schmucks,5.5,531
1844,1999-04-29,Entrapment,6.0,602
425,2002-03-10,Ice Age,7.1,3857
6171,2003-03-21,Dreamcatcher,5.3,567
603,1999-03-30,The Matrix,7.9,8907
82695,2012-12-18,Les Misérables,7.1,1884
9489,1998-12-17,You've Got Mail,6.3,838
41733,2010-11-04,Due Date,6.2,1685
227306,2014-12-25,Unbroken,7.3,1400
5551,2000-07-31,Space Cowboys,6.3,403
4244,2000-07-07,The Kid,6.0,238
76493,2012-05-15,The Dictator,5.9,1743
345,1999-07-14,Eyes Wide Shut,7.1,1234
256591,2015-02-25,Focus,6.7,2542
59962,2012-02-14,This Means War,5.9,1389
36648,2004-12-08,Blade: Trinity,5.7,1252
71679,2012-09-12,Resident Evil: Retribution,5.6,1600
10483,2008-08-22,Death Race,6.0,1175
550,1999-10-15,Fight Club,8.3,9413
100241,2014-01-22,"I, Frankenstein",5.0,687
9947,2005-01-13,Elektra,4.8,575
189,2014-08-20,Sin City: A Dame to Kill For,6.3,1286
253412,2015-09-10,Everest,6.7,1772
1427,2006-09-13,Perfume: The Story of a Murderer,7.1,1165
818,2002-07-26,Austin Powers in Goldmember,5.9,979
16577,2009-10-15,Astro Boy,6.1,409
329,1993-06-11,Jurassic Park,7.6,4856
9072,2006-08-31,Little Man,5.3,261
3536,2000-04-20,U-571,6.1,340
12177,2008-06-20,The Love Guru,4.3,242
273248,2015-12-25,The Hateful Eight,7.6,4274
50359,2011-03-30,Hop,5.5,331
1271,2006-12-09,300,7.0,4997
693,2004-12-22,Meet the Fockers,6.1,1373
14306,2008-12-25,Marley & Me,6.9,1343
497,1999-12-10,The Green Mile,8.2,4048
11199,2007-03-02,Wild Hogs,5.6,648
9982,2005-11-04,Chicken Little,5.6,944
210577,2014-10-01,Gone Girl,7.9,5862
2501,2002-06-14,The Bourne Identity,7.3,3583
710,1995-11-16,GoldenEye,6.6,1174
136400,2013-08-02,2 Guns,6.6,1589
10992,2001-07-04,Cats & Dogs,5.0,352
9654,2003-05-30,The Italian Job,6.6,1919
19899,2009-09-19,Couples Retreat,5.3,588
294254,2015-09-09,Maze Runner: The Scorch Trials,6.4,3040
38167,2010-08-12,Eat Pray Love,5.8,636
9334,2002-04-16,The Scorpion King,5.3,779
75780,2012-12-20,Jack Reacher,6.3,2998
13576,2009-10-28,This Is It,6.7,247
39538,2011-09-08,Contagion,6.2,1325
14836,2009-02-05,Coraline,7.3,1386
8645,2008-06-11,The Happening,4.9,950
10067,2006-03-09,The Shaggy Dog,4.5,137
1487,2004-04-02,Hellboy,6.5,2225
77174,2012-08-03,ParaNorman,6.7,789
10199,2008-12-19,The Tale of Despereaux,5.8,258
267860,2016-03-02,London Has Fallen,5.8,1621
7485,2007-03-22,Shooter,6.9,1462
137106,2014-02-06,The Lego Movie,7.5,3070
82682,2013-01-10,Gangster Squad,6.2,1778
22954,2009-12-10,Invictus,7.0,1125
16995,2009-04-17,State of Play,6.7,484
16558,2009-03-19,Duplicity,5.7,201
16866,2009-11-19,Planet 51,5.6,556
87825,2012-09-21,Trouble with the Curve,6.6,366
13389,2008-09-11,Righteous Kill,5.9,375
17332,2009-04-24,The Soloist,6.6,234
11679,2005-04-27,xXx: State of the Union,4.7,549
38321,2011-05-05,Priest,5.4,692
137321,2014-02-13,Winter's Tale,6.0,487
123553,2013-08-21,The Mortal Instruments: City of Bones,6.2,1602
11260,2008-07-08,Meet Dave,5.0,371
2309,2008-12-11,Inkheart,6.0,592
8285,2008-12-25,The Spirit,4.7,320
210860,2015-01-21,Mortdecai,5.4,1055
2312,2007-11-29,In the Name of the King: A Dungeon Siege Tale,4.1,224
293660,2016-02-09,Deadpool,7.4,10995
190859,2014-12-11,American Sniper,7.4,4469
257445,2015-08-05,Goosebumps,6.2,995
889,2000-04-28,The Flintstones in Viva Rock Vegas,4.4,134
4942,2008-03-24,Leatherheads,5.7,130
116741,2013-06-07,The Internship,6.1,1658
35791,2010-09-09,Resident Evil: Afterlife,5.8,1363
72431,2012-01-19,Red Tails,5.9,178
87428,2012-06-14,That's My Boy,5.5,453
10589,2004-11-12,After the Sunset,6.0,226
71676,2011-12-10,Ghost Rider: Spirit of Vengeance,4.7,1135
10022,2005-03-04,The Pacifier,5.8,842
6477,2007-12-13,Alvin and the Chipmunks,5.5,1177
109424,2013-10-10,Captain Phillips,7.6,2454
35056,2010-04-08,Date Night,5.9,1122
24,2003-10-10,Kill Bill: Vol. 1,7.7,4949
1729,2008-04-18,The Forbidden Kingdom,6.3,461
8818,1996-12-14,Evita,5.9,120
116149,2014-11-27,Paddington,7.0,883
13260,2008-02-28,Semi-Pro,5.4,251
3580,2008-01-30,Changeling,7.3,1131
19724,2009-06-19,Imagine That,5.7,134
42297,2010-11-23,Burlesque,6.9,573
36586,2002-03-22,Blade II,6.2,1528
11321,2008-12-18,Seven Pounds,7.5,2039
242,1990-12-24,The Godfather: Part III,7.1,1546
1819,2006-07-14,"You, Me and Dupree",5.4,407
8046,2003-08-01,Gigli,3.5,104
1717,2006-09-10,All the King's Men,5.7,95
1950,2007-05-01,Lucky You,5.4,81
640,2002-12-25,Catch Me If You Can,7.7,3795
97630,2012-12-19,Zero Dark Thirty,6.7,1702
9767,2006-06-01,The Break-Up,5.6,832
32856,2010-02-10,Valentine's Day,5.7,1013
6519,2005-08-05,The Dukes of Hazzard,5.1,316
49520,2011-08-05,The Change-Up,5.9,736
1850,1999-12-22,Man on the Moon,6.9,435
26389,2010-02-05,From Paris with Love,6.1,675
18239,2009-03-15,The Twilight Saga: New Moon,5.6,2436
808,2001-05-16,Shrek,7.3,4056
38050,2011-03-03,The Adjustment Bureau,6.5,1652
72105,2012-06-29,Ted,6.3,4697
37686,2011-06-08,Super 8,6.6,2435
462,2000-03-17,Erin Brockovich,7.1,716
187017,2014-06-05,22 Jump Street,7.0,3319
302699,2016-06-15,Central Intelligence,6.2,1650
274167,2015-12-25,Daddy's Home,5.8,854
224141,2014-12-25,Into the Woods,5.6,1652
